0.0,0.583,0.28567,0.2332,0.1749
0.127,0.373,0.24754,0.2254,0.2008
0.0,0.573,0.28077,0.2292,0.1719
0.095,0.45,0.26895,0.237,0.2015
0.095,0.45,0.26895,0.237,0.2015
0.0,0.434,0.21266,0.1736,0.1302
0.0,0.5,0.245,0.2,0.15
0.079,0.399,0.2358,0.207,0.175
0.063,0.389,0.22274,0.1934,0.1608
0.0,0.474,0.23226,0.1896,0.1422
0.095,0.409,0.24886,0.2206,0.1892
0.095,0.409,0.24886,0.2206,0.1892
0.095,0.409,0.24886,0.2206,0.1892
0.016,0.412,0.21004,0.1744,0.1348
0.0,0.412,0.20188,0.1648,0.1236
0.0,0.467,0.22883,0.1868,0.1401
0.0,0.474,0.23226,0.1896,0.1422
0.0,0.481,0.23569,0.1924,0.1443
0.0,0.401,0.19649,0.1604,0.1203
0.016,0.463,0.23503,0.1948,0.1501
0.0,0.474,0.23226,0.1896,0.1422
0.0,0.496,0.24304,0.1984,0.1488
0.0,0.46,0.2254,0.184,0.138
0.0,0.488,0.23912,0.1952,0.1464
0.0,0.508,0.24892,0.2032,0.1524
0.095,0.447,0.26748,0.2358,0.2006
0.063,0.396,0.22617,0.1962,0.1629
0.0,0.429,0.21021,0.1716,0.1287
0.095,0.409,0.24886,0.2206,0.1892
0.0,0.453,0.22197,0.1812,0.1359
0.079,0.368,0.22061,0.1946,0.1657
0.127,0.333,0.22794,0.2094,0.1888
0.127,0.341,0.23186,0.2126,0.1912
0.127,0.341,0.23186,0.2126,0.1912
0.111,0.335,0.22076,0.2006,0.1782
0.0,0.356,0.17444,0.1424,0.1068
0.127,0.337,0.2299,0.211,0.19
0.111,0.323,0.21488,0.1958,0.1746
0.127,0.306,0.21471,0.1986,0.1807
0.032,0.356,0.19076,0.1616,0.1292
0.032,0.356,0.19076,0.1616,0.1292
0.111,0.323,0.21488,0.1958,0.1746
0.111,0.323,0.21488,0.1958,0.1746
0.016,0.375,0.19191,0.1596,0.1237
0.0,0.366,0.17934,0.1464,0.1098
0.111,0.326,0.21635,0.197,0.1755
0.063,0.297,0.17766,0.1566,0.1332
0.063,0.297,0.17766,0.1566,0.1332
0.063,0.297,0.17766,0.1566,0.1332
0.0,0.432,0.21168,0.1728,0.1296
0.0,0.339,0.16611,0.1356,0.1017
0.016,0.362,0.18554,0.1544,0.1198
0.111,0.333,0.21978,0.1998,0.1776
0.127,0.315,0.21912,0.2022,0.1834
0.127,0.315,0.21912,0.2022,0.1834
0.0,0.323,0.15827,0.1292,0.0969
0.032,0.249,0.13833,0.1188,0.0971
0.111,0.245,0.17666,0.1646,0.1512
0.079,0.315,0.19464,0.1734,0.1498
0.079,0.315,0.19464,0.1734,0.1498
0.079,0.315,0.19464,0.1734,0.1498
0.079,0.315,0.19464,0.1734,0.1498
0.127,0.307,0.2152,0.199,0.181
0.111,0.303,0.20508,0.1878,0.1686
